Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,How many hour do you spent daily on your skill development?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,performance,Status of your English language proficiency_Basic,Status of your English language proficiency_Intermediate,What is your relationship status?_Married,What is your relationship status?_Relationship,What is your relationship status?_Single
0,22,2019,11,1,0,2,1,1,1,1,4,99,0,0,0,1,0,0,0,2.79,0,125,80000,2,False,True,False,False,True
1,20,2019,11,0,0,2,1,0,1,1,6,77,1,1,1,2,0,1,0,1.55,0,144,80000,2,True,False,False,True,False
1,21,2020,8,0,0,4,2,0,1,1,2,100,1,0,0,2,0,0,1,1.25,0,101,80000,2,False,False,False,False,True
0,20,2020,10,0,0,4,2,0,1,1,2,100,0,0,0,2,0,1,0,2.56,0,131,80000,2,False,False,False,False,True
1,20,2021,8,0,0,4,1,0,1,1,3,100,1,0,0,1,1,0,0,2.64,0,99,81000,2,False,True,False,False,True
1,20,2020,10,1,0,3,2,0,1,1,7,78,0,0,0,2,1,0,1,1.45,0,142,82000,2,False,False,True,False,False
1,21,2018,10,0,0,3,2,0,1,1,3,70,0,0,0,3,0,1,1,1.56,0,133,85000,2,True,False,False,True,False
0,21,2021,6,1,0,6,2,0,1,1,5,70,0,0,1,5,0,0,0,2.1,0,86,85000,2,False,True,False,True,False
0,20,2022,3,0,0,2,1,1,1,0,3,60,0,0,0,1,0,0,0,2.1,0,77,85000,2,False,True,True,False,False
0,20,2020,10,0,0,2,2,1,1,1,2,100,1,0,1,4,0,0,0,1.54,0,137,86000,2,False,True,True,False,False
1,24,2019,10,0,0,1,3,0,1,1,2,80,1,1,1,1,1,0,1,2.39,0,45,87000,2,True,False,False,True,False
0,21,2020,8,0,0,4,3,1,1,1,2,80,0,0,0,3,0,0,0,2.51,0,103,87000,2,False,False,True,False,False
1,21,2020,11,1,0,2,2,0,1,1,1,79,0,0,0,2,1,1,0,2.81,0,143,87000,2,True,False,False,False,True
0,20,2020,9,0,0,2,1,0,1,1,2,88,0,0,1,1,0,1,0,2.45,0,117,88000,2,False,False,False,False,True
1,20,2021,8,0,0,3,1,0,1,1,3,100,1,0,0,2,1,0,1,2.66,0,98,88000,2,False,True,False,False,True
0,21,2019,9,1,0,6,1,0,0,1,4,80,0,0,1,1,1,0,1,2.04,0,100,89000,2,False,True,False,True,False
1,21,2020,8,0,0,4,2,1,1,1,6,100,0,1,0,2,1,1,0,2.29,0,100,89000,2,False,False,False,False,True
1,20,2020,8,0,0,4,2,0,1,1,7,88,0,0,1,3,0,0,0,2.55,0,137,89000,2,False,False,False,False,True
1,22,2017,11,1,0,4,2,0,1,1,2,100,0,0,1,3,1,1,1,2.9,0,135,90000,2,False,False,False,False,True
1,25,2018,11,0,0,3,2,0,1,1,3,100,0,0,0,2,1,1,0,2.34,0,143,90000,2,False,True,False,True,False
1,21,2019,10,0,0,3,2,1,1,1,4,100,0,0,1,2,0,0,0,2.08,0,138,90000,2,False,False,True,False,False
0,20,2020,9,0,0,3,1,1,1,1,10,100,0,0,1,3,0,0,0,2.51,0,130,90000,2,False,False,True,False,False
0,21,2021,5,0,0,4,1,1,1,1,8,100,0,0,0,3,0,0,0,2.13,0,107,90000,2,False,True,False,False,True
1,25,2018,11,0,0,2,1,0,1,1,2,35,0,1,0,1,0,1,0,1.43,0,143,91000,2,False,True,False,False,True
0,20,2020,4,0,0,2,3,0,1,1,3,100,1,0,0,1,1,0,0,1.26,0,59,93000,2,False,True,True,False,False
0,20,2020,9,0,0,2,3,0,1,1,3,56,1,0,1,4,0,1,0,1.56,0,130,95000,2,False,False,False,False,True
1,23,2019,10,0,0,2,3,0,1,1,1,100,0,0,0,4,0,1,0,1.75,0,137,98000,2,True,False,False,False,True
1,25,2018,11,0,0,2,1,0,1,1,7,100,0,0,0,3,1,0,0,1.76,0,144,100000,2,True,False,True,False,False
1,21,2019,5,0,0,6,2,1,1,1,4,100,1,0,1,2,1,1,0,1.34,0,96,100000,2,False,True,False,False,True
1,21,2019,8,0,0,5,3,0,1,1,4,100,0,0,1,3,0,1,0,2.91,0,119,100000,2,False,False,False,False,True
1,22,2019,10,0,0,2,3,1,1,1,2,45,1,0,0,4,1,0,1,2.46,0,140,100000,2,False,True,False,True,False
0,20,2020,5,0,0,3,1,0,1,1,7,70,0,0,0,3,0,1,0,1.67,0,75,100000,2,False,True,False,True,False
0,20,2021,2,1,0,2,4,0,1,1,2,100,0,0,1,3,1,0,1,2.66,1,12,100000,1,False,True,False,True,False
1,24,2018,10,0,0,1,3,1,1,1,3,65,1,0,0,2,1,0,0,2.65,0,140,110000,2,False,False,False,False,True
1,20,2020,6,0,0,2,1,0,1,1,5,100,0,0,0,4,0,0,0,2.8,0,77,110000,2,False,True,False,False,True
0,20,2020,8,0,0,5,3,0,1,1,6,100,0,0,0,1,1,0,0,1.46,0,101,110000,2,False,True,True,False,False
0,21,2020,10,0,0,2,3,0,1,1,2,89,1,0,0,4,0,1,0,1.67,0,134,110000,2,False,True,False,False,True
1,20,2021,6,0,0,3,3,0,1,1,3,62,1,0,0,1,1,1,0,1.35,0,77,114000,2,False,False,False,False,True
1,21,2020,7,0,0,3,1,0,1,1,2,78,0,0,0,2,0,0,0,2.56,0,88,115000,2,False,False,False,True,False
0,19,2022,3,0,0,1,1,1,1,1,5,100,0,0,0,3,0,0,0,2.67,0,32,115000,2,False,False,False,False,True
0,20,2020,5,0,0,2,2,0,1,1,1,41,0,0,1,2,1,1,0,2.56,0,68,116000,2,False,False,False,False,True
1,25,2019,10,0,0,2,3,0,1,1,2,86,1,0,0,2,0,1,0,2.67,0,140,117000,2,False,True,False,False,True
1,20,2021,6,0,0,3,3,0,1,1,2,100,0,0,1,1,0,1,0,2.46,0,89,120000,2,True,False,False,True,False
1,24,2019,10,0,0,1,2,0,1,1,3,83,1,0,1,2,1,0,0,1.44,0,136,123000,2,False,True,True,False,False
0,24,2019,11,0,0,3,2,0,1,1,1,100,0,0,0,4,1,1,0,2.53,0,143,128000,2,True,False,False,True,False
0,25,2019,11,0,0,2,2,0,1,1,5,100,0,0,0,3,1,0,0,2.79,0,141,130000,2,True,False,False,False,True
0,20,2020,9,1,0,3,1,0,1,1,3,100,1,0,1,4,1,0,0,2.75,0,103,130000,2,False,True,False,False,True
1,21,2021,6,0,0,1,3,0,1,1,2,100,1,0,0,4,1,0,1,1.68,0,88,130000,2,False,False,True,False,False
0,20,2021,5,0,0,4,1,1,1,1,2,77,1,0,1,4,0,0,0,1.67,0,58,130000,2,False,True,True,False,False
1,20,2020,10,1,0,2,2,0,1,1,3,84,0,0,1,4,0,1,0,1.76,0,122,134000,2,False,False,False,True,False
0,25,2019,10,0,0,4,2,1,1,1,4,100,0,0,1,2,0,1,0,2.88,0,139,135000,2,False,False,False,True,False
1,20,2020,11,0,0,2,1,0,1,1,3,100,1,0,0,2,0,1,0,2.54,0,143,135000,2,True,False,False,False,True
0,22,2020,9,0,0,4,2,0,1,1,1,100,1,1,0,2,1,0,0,1.76,0,121,135000,2,False,False,True,False,False
1,21,2020,8,0,0,3,2,0,1,1,2,100,0,0,0,2,1,0,1,2.54,0,97,135000,2,False,True,False,False,True
1,25,2018,11,0,0,3,2,0,1,1,2,100,0,0,1,1,1,0,0,1.54,0,143,144000,2,False,True,False,False,True
0,21,2020,9,0,0,2,1,0,1,1,2,35,0,0,0,2,1,1,1,1.46,0,119,144000,2,False,True,False,True,False
1,22,2019,11,1,0,6,3,0,1,1,7,100,0,0,0,4,0,0,0,2.91,0,141,150000,2,False,False,False,False,True
0,20,2020,9,0,0,3,3,1,1,1,3,100,0,0,0,2,1,1,0,1.8,0,116,155000,2,False,False,False,True,False
0,20,2020,8,1,0,5,2,0,1,1,3,100,0,0,0,4,1,1,0,2.78,0,89,158000,2,False,True,False,True,False
0,21,2021,5,1,0,3,2,0,1,1,8,67,0,0,1,2,1,0,0,1.65,0,64,165000,2,False,False,False,False,True
0,22,2019,8,1,0,2,1,0,1,1,4,100,0,0,0,2,1,0,0,2.32,0,113,170000,2,False,False,False,False,True
0,25,2019,11,0,0,3,3,1,1,1,1,35,0,0,0,2,0,1,0,1.57,0,143,170000,2,False,False,False,True,False
0,20,2020,8,1,0,3,3,0,1,1,3,100,1,0,0,4,1,0,0,2.85,0,100,190000,2,False,True,False,False,True
1,21,2020,10,0,0,3,2,0,1,1,1,68,0,0,0,4,0,0,0,2.74,0,137,190000,2,False,True,True,False,False
0,22,2020,7,0,0,3,2,0,1,1,7,100,0,1,0,3,1,1,0,2.13,0,107,235000,2,False,True,False,False,True
0,20,2021,5,1,0,6,2,0,1,1,1,100,0,0,0,4,1,0,0,2.91,0,81,250000,2,False,False,False,False,True
0,25,2018,11,0,0,3,3,0,1,1,2,100,1,0,0,1,0,1,0,1.43,0,143,255000,2,False,True,False,False,True
1,25,2017,11,0,0,2,1,0,1,0,5,86,0,0,0,3,0,0,0,1.98,0,145,300000,2,True,False,False,True,False
1,23,2019,9,1,0,1,2,0,1,1,5,100,0,0,1,1,0,0,0,2.91,0,103,10000,2,True,False,False,True,False
0,22,2019,11,1,0,2,1,0,1,1,3,95,0,0,1,1,0,0,0,2.5,0,128,25000,2,False,True,False,False,True
0,21,2022,2,0,0,5,5,0,1,1,5,100,0,0,0,3,1,0,0,2.85,0,28,25000,2,False,True,False,False,True
0,24,2019,9,0,0,5,1,0,1,1,6,90,0,0,0,2,1,0,1,2.2,1,60,28000,2,True,False,False,False,True
1,25,2019,10,1,0,3,1,1,1,1,5,99,0,0,1,3,1,1,0,2.48,0,105,30000,2,False,False,False,True,False
0,23,2019,10,0,0,4,1,0,1,1,3,98,0,0,0,2,0,1,0,2.87,0,138,30000,2,False,True,False,False,True
1,22,2020,5,1,0,2,2,0,1,0,4,99,0,0,1,2,0,0,0,2.56,0,54,30000,2,False,True,False,False,True
0,20,2020,7,0,0,4,2,0,1,1,7,100,0,0,1,1,0,0,0,2.31,0,109,30000,2,False,True,False,True,False
1,25,2018,11,0,0,3,1,0,1,1,3,100,0,1,1,2,0,0,0,2.45,0,143,32000,2,True,False,True,False,False
0,19,2021,7,0,0,4,2,1,1,1,5,90,0,0,1,2,1,0,1,2.09,0,100,34000,2,False,True,False,True,False
1,24,2018,11,0,0,3,2,0,1,1,3,65,1,0,0,2,1,0,1,2.45,0,144,37000,2,False,True,False,False,True
0,20,2020,11,0,0,2,2,1,1,1,3,72,0,0,0,4,0,0,0,2.67,0,143,37000,2,False,True,True,False,False
1,21,2021,6,0,0,2,2,0,1,1,3,42,0,0,1,3,0,1,1,1.89,0,97,37000,2,False,False,False,False,True
0,20,2020,8,0,0,2,2,1,1,0,3,68,0,0,0,4,1,0,0,2.67,0,90,38000,2,True,False,True,False,False
0,22,2021,5,1,0,2,2,0,1,1,2,47,1,0,0,2,0,1,0,2.74,0,68,39000,2,False,True,False,False,True
0,22,2017,10,0,0,3,2,1,1,1,8,90,1,0,1,2,0,0,0,1.61,0,123,40000,2,False,False,False,False,True
0,24,2018,11,0,0,4,2,0,1,1,2,86,1,1,0,4,0,1,0,2.54,0,144,40000,2,False,True,False,True,False
1,21,2020,10,0,0,2,3,0,1,1,3,79,1,0,1,2,0,1,0,1.46,0,139,40000,2,False,True,False,True,False
1,20,2020,10,1,0,2,2,0,1,1,2,100,0,0,0,4,0,1,0,2.65,0,138,40000,2,False,True,False,True,False
0,21,2020,9,0,0,3,2,1,1,1,3,46,0,0,0,2,1,1,0,1.88,0,124,42000,2,False,False,False,False,True
0,21,2021,6,1,0,2,1,0,1,1,3,78,1,0,1,1,1,0,0,2.77,0,77,42000,2,False,False,True,False,False
1,20,2020,5,0,0,4,2,1,1,1,6,90,0,0,0,2,0,1,0,1.98,0,66,45000,2,False,True,False,False,True
1,22,2021,5,0,0,2,1,1,1,1,3,23,0,0,1,4,0,1,0,1.81,0,72,45000,2,True,False,False,True,False
0,20,2020,9,0,0,2,3,0,1,1,3,55,0,0,1,1,0,1,0,2.87,0,125,46000,2,False,False,False,True,False
1,20,2021,4,0,0,2,2,0,1,1,4,100,0,0,1,8,0,0,0,1.76,0,27,46000,2,False,True,False,False,True
0,21,2021,7,0,0,3,2,0,1,1,2,32,0,0,0,2,1,1,0,2.34,0,109,47000,2,False,True,False,False,True
0,20,2019,9,0,0,5,2,0,1,1,5,100,0,0,1,1,0,1,0,2.07,0,132,48000,2,False,True,False,False,True
1,23,2019,10,0,0,2,3,1,1,1,2,89,0,0,0,4,0,0,1,2.45,0,132,48000,2,False,True,False,True,False
1,20,2020,11,0,1,5,1,0,1,1,3,68,1,0,1,2,0,1,0,2.66,0,135,48000,2,False,True,False,False,True
0,23,2019,11,1,0,6,3,0,1,1,2,100,0,0,0,4,0,0,0,2.77,0,144,49000,2,False,True,False,True,False
0,21,2021,6,0,0,5,3,1,1,1,3,100,1,0,0,2,0,0,0,2.63,0,75,49000,2,True,False,False,False,True
1,23,2018,8,1,0,3,3,1,1,1,2,80,0,0,0,2,1,0,0,2.81,0,135,50000,2,False,False,False,True,False
0,21,2019,6,0,0,2,1,0,1,1,3,100,0,0,1,1,0,0,0,2.44,0,56,50000,2,False,True,False,False,True
1,23,2019,7,0,0,1,1,1,1,1,5,70,0,0,1,5,1,0,0,2.5,0,66,50000,2,False,False,False,False,True
0,21,2020,7,0,0,2,3,0,1,1,6,100,0,0,1,1,1,0,0,2.55,0,112,50000,2,False,False,False,True,False
0,20,2021,5,0,0,3,2,0,1,1,5,100,0,0,1,2,0,0,0,2.22,0,79,50000,2,True,False,False,False,True
0,20,2020,9,0,0,3,3,0,1,1,3,100,0,0,1,2,1,0,0,2.56,0,108,53000,2,True,False,False,False,True
0,23,2019,8,0,0,3,2,0,1,1,7,100,0,0,0,2,0,0,0,1.99,0,121,55000,2,False,True,False,False,True
0,24,2019,11,0,0,3,2,0,1,1,2,34,0,0,1,1,0,0,0,1.56,0,143,55000,2,False,True,True,False,False
0,21,2019,11,0,0,4,3,0,1,1,2,79,0,0,1,2,0,1,0,2.67,0,143,55000,2,False,False,False,True,False
0,20,2020,9,0,0,4,2,0,1,0,6,100,0,0,0,2,1,0,0,2.31,0,138,55000,2,False,False,False,False,True
1,24,2019,11,0,0,2,2,0,1,1,3,76,1,0,1,4,1,0,0,1.26,0,143,56000,2,False,True,True,False,False
0,25,2018,11,0,0,1,2,1,1,1,4,66,0,0,1,4,1,0,0,1.55,0,143,57000,2,True,False,False,False,True
0,20,2020,9,0,0,2,3,0,1,1,2,100,1,0,0,4,1,1,0,2.64,0,129,59000,2,False,False,False,True,False
1,20,2020,10,0,0,1,2,0,1,1,2,100,1,0,0,2,1,1,0,2.76,0,134,59000,2,False,False,False,True,False
1,25,2018,8,0,0,4,2,0,1,1,7,88,0,0,0,1,1,1,0,1.62,0,99,60000,2,True,False,False,False,True
0,23,2019,11,1,0,2,2,1,1,1,4,80,0,0,0,2,1,0,0,2.88,0,109,60000,2,True,False,False,False,True
0,23,2019,5,0,0,3,2,0,1,1,6,90,1,0,1,4,1,0,0,2.61,0,130,60000,2,False,True,False,True,False
0,23,2019,7,1,0,1,2,0,1,1,2,100,0,0,1,2,1,0,0,2.85,0,66,60000,2,False,True,False,False,True
1,23,2019,12,0,0,5,2,0,1,0,10,100,0,0,0,1,0,0,0,2.19,0,111,60000,2,False,False,False,False,True
0,22,2019,7,0,0,2,2,0,1,1,4,60,1,0,1,2,1,1,0,1.9,0,97,60000,2,False,True,False,False,True
0,21,2019,8,0,0,5,2,1,1,1,7,75,0,0,0,3,1,1,1,1.89,0,117,60000,2,False,False,False,False,True
0,21,2019,10,0,0,1,3,0,1,1,10,100,0,0,1,1,0,1,0,2.77,0,136,60000,2,False,False,False,True,False
1,22,2020,6,0,0,2,1,0,1,1,8,95,0,0,0,1,1,0,1,1.4,0,61,60000,2,False,True,False,False,True
0,20,2020,6,1,0,5,3,0,1,1,4,50,0,0,0,1,0,1,0,1.76,0,68,60000,2,False,False,False,False,True
0,20,2021,7,1,0,5,3,0,1,1,2,100,0,0,1,1,0,0,0,2.66,0,102,60000,2,False,False,True,False,False
1,20,2020,9,0,0,2,2,0,1,1,2,35,1,0,1,1,0,0,0,1.56,0,107,62000,2,False,True,False,False,True
0,20,2021,5,0,0,3,2,0,1,1,3,100,0,0,1,4,0,0,0,2.87,0,61,62000,2,False,True,True,False,False
1,24,2019,10,1,0,4,1,0,1,1,7,87,1,0,0,3,0,1,0,2.09,0,129,64000,2,False,True,False,False,True
0,20,2020,9,0,0,5,2,1,1,1,2,86,0,0,1,2,1,1,0,1.56,0,120,64000,2,False,False,False,False,True
0,21,2020,10,1,0,7,3,0,1,1,3,100,0,0,0,2,0,0,1,2.78,0,138,65000,2,False,True,True,False,False
1,20,2020,9,0,0,1,1,0,1,1,2,67,0,0,1,2,1,0,0,2.45,0,103,65000,2,False,True,True,False,False
0,19,2022,3,0,0,3,1,0,1,1,3,95,0,0,0,1,0,1,0,2.78,0,35,65000,2,False,False,False,False,True
1,24,2018,11,0,0,5,2,0,1,1,3,100,0,0,1,2,0,1,1,1.67,0,143,66000,2,False,True,False,True,False
1,22,2019,10,0,0,2,2,0,1,0,9,100,0,0,0,4,1,1,0,1.55,0,134,66000,2,False,False,False,True,False
0,19,2021,2,0,0,2,2,1,1,1,10,77,0,0,0,2,0,0,0,1.87,0,35,66000,2,False,False,False,True,False
1,21,2021,5,0,0,4,2,0,1,1,2,85,0,0,0,4,1,1,0,1.56,0,65,66000,2,False,False,False,True,False
0,23,2019,7,0,0,2,2,1,1,1,6,100,0,0,1,1,0,0,0,2.7,0,66,67000,2,False,True,False,True,False
0,20,2020,9,0,0,2,2,0,1,0,2,89,1,0,1,4,0,0,0,2.76,0,113,67000,2,False,True,False,False,True
1,22,2021,8,0,0,2,2,0,1,1,3,68,1,0,0,4,1,1,0,1.45,0,88,67000,2,False,True,False,False,True
1,20,2020,8,0,0,5,3,1,1,1,6,90,0,0,0,2,1,0,0,1.55,0,77,68000,2,False,False,True,False,False
1,20,2020,9,0,0,2,3,0,1,1,2,87,0,0,0,4,0,1,0,2.67,0,101,68000,2,False,True,False,False,True
0,21,2020,9,0,0,2,2,0,1,1,3,86,0,0,1,1,1,1,1,2.86,0,119,68000,2,False,False,False,False,True
0,22,2018,6,0,0,4,3,0,1,1,2,80,0,0,0,3,0,0,1,2.03,0,59,70000,2,False,True,False,False,True
0,22,2018,10,0,0,4,2,0,1,1,7,95,0,0,0,2,0,0,0,2.31,0,140,70000,2,False,False,False,True,False
0,22,2019,8,1,0,4,3,0,1,0,3,100,0,0,0,3,1,1,0,2.66,0,109,70000,2,False,False,False,False,True
0,20,2021,5,0,0,6,2,1,1,1,3,100,0,0,0,2,0,0,0,2.11,0,87,70000,2,False,True,False,True,False
1,19,2021,5,0,0,3,3,0,1,1,3,100,0,0,0,4,0,0,0,1.67,0,77,70000,2,False,True,False,False,True
1,23,2019,11,1,0,3,2,0,1,1,5,97,0,0,1,3,1,1,0,2.4,0,139,71000,2,False,False,False,False,True
0,21,2020,3,0,0,3,2,1,1,1,10,30,1,0,0,1,0,0,0,1.55,0,34,73000,2,True,False,False,False,True
0,20,2020,5,1,0,5,2,1,1,1,9,90,0,0,1,1,1,1,0,2.55,0,72,73000,2,False,True,False,False,True
1,20,2021,9,0,0,1,4,0,1,1,3,87,1,0,1,4,1,0,0,2.45,0,123,74000,2,False,True,False,True,False
1,21,2019,11,1,0,6,4,0,1,1,2,100,0,0,1,3,0,1,0,2.77,0,139,75000,2,False,False,False,False,True
0,20,2020,8,0,0,3,1,0,1,1,3,100,0,0,0,2,1,1,0,2.53,0,95,75000,2,False,True,False,False,True
0,19,2021,6,0,0,3,1,1,1,1,3,43,1,0,1,2,1,1,1,1.65,0,73,75000,2,False,True,False,True,False
0,19,2020,4,0,0,3,1,1,1,1,9,70,0,0,0,3,0,1,1,2.32,0,46,77000,2,True,False,False,True,False
0,20,2020,11,0,0,1,3,0,1,1,2,76,0,0,0,2,1,0,0,2.61,0,144,77000,2,False,True,True,False,False
1,20,2020,11,0,0,2,1,1,1,1,3,54,1,0,0,4,1,0,0,1.55,0,143,77000,2,False,True,False,False,True
1,19,2021,4,0,0,4,2,1,1,1,8,100,0,0,1,2,1,0,0,2.23,0,45,77000,2,False,True,False,False,True
1,25,2017,12,0,0,1,3,1,1,1,3,60,1,0,1,3,1,1,0,2.45,0,122,78000,2,False,False,False,True,False
0,22,2017,11,0,0,1,1,1,1,1,3,90,0,0,0,1,0,0,1,2.11,0,132,78000,2,False,True,True,False,False
1,24,2019,10,0,0,3,2,0,1,1,5,77,0,0,0,1,0,1,0,1.59,0,132,78000,2,False,True,False,False,True
1,25,2019,11,0,0,5,1,0,1,1,3,100,1,0,0,4,1,0,0,2.56,0,143,78000,2,False,False,False,True,False
1,20,2020,6,0,0,6,3,1,1,0,3,100,0,0,0,1,1,1,0,2.76,0,97,78000,2,False,False,False,False,True
1,21,2020,9,0,0,2,3,0,1,1,3,100,0,0,1,4,1,1,0,2.76,0,124,78000,2,False,True,False,False,True
1,20,2020,8,0,0,3,3,0,1,0,2,100,0,0,0,4,0,1,0,2.61,0,98,79000,2,False,True,False,False,True
0,20,2020,11,1,0,1,3,0,1,1,3,100,0,0,0,4,0,0,0,2.75,0,143,79000,2,True,False,False,True,False
1,21,2019,10,1,0,2,3,0,1,1,3,90,0,1,0,3,1,0,0,1.98,0,125,80000,2,True,False,False,True,False
1,20,2019,9,1,0,6,4,0,1,1,3,100,0,0,0,3,0,0,0,2.77,0,125,80000,2,False,False,False,False,True
1,21,2021,5,0,0,2,2,0,1,1,5,78,0,0,1,2,1,0,0,1.79,0,71,80000,2,False,True,False,False,True
0,21,2021,6,0,0,3,2,1,1,1,2,100,1,0,0,2,0,1,0,1.88,0,74,80000,2,False,True,False,False,True
1,21,2020,8,0,0,3,1,1,1,1,7,71,0,0,0,1,1,1,1,2.38,0,109,81000,2,False,True,False,True,False
1,20,2020,9,0,0,4,2,1,1,1,5,100,0,0,1,1,0,1,0,2.08,0,113,83000,2,False,True,False,True,False
0,21,2021,4,0,0,5,2,1,1,1,7,70,0,0,0,1,0,0,0,1.89,0,56,86000,2,False,True,False,True,False
1,20,2019,6,0,0,2,1,1,1,1,5,31,1,1,1,1,1,0,0,1.21,0,139,87000,2,False,False,True,False,False
1,20,2019,8,0,0,3,2,0,1,1,6,60,0,0,1,2,1,1,0,1.81,0,117,87000,2,False,True,False,False,True
1,20,2021,8,0,0,5,3,0,1,1,8,100,0,0,1,3,1,1,1,2.45,0,124,87000,2,False,False,False,False,True
1,25,2018,11,0,0,2,2,0,1,1,2,100,0,0,1,2,1,0,0,1.56,0,143,88000,2,False,True,True,False,False
0,25,2019,11,0,0,3,1,0,1,1,3,100,1,0,0,2,1,1,0,1.6,0,143,88000,2,False,False,False,False,True
0,20,2020,11,0,0,2,2,1,1,1,3,56,1,0,0,2,0,1,0,1.81,0,144,88000,2,False,False,False,True,False
0,20,2021,7,0,0,3,3,0,1,1,2,100,1,0,1,5,0,0,0,1.76,0,96,88000,2,False,True,True,False,False
0,21,2020,10,0,0,2,1,0,1,1,2,86,1,0,1,4,0,1,0,1.57,0,135,89000,2,True,False,False,False,True
1,24,2019,10,0,0,3,2,0,1,1,5,100,0,0,0,2,1,1,0,2.05,0,85,90000,2,False,False,False,False,True
1,20,2020,9,0,0,3,2,0,1,1,1,67,1,0,0,2,0,0,0,2.38,0,130,90000,2,False,False,False,False,True
0,20,2020,8,0,0,2,2,0,1,0,2,100,1,0,0,1,1,0,0,2.67,0,93,90000,2,False,False,False,True,False
1,22,2021,6,0,0,3,1,0,1,1,2,100,0,0,1,2,0,1,0,1.56,0,71,90000,2,False,True,False,False,True
1,20,2020,9,0,0,2,2,0,1,1,3,100,1,0,1,1,1,0,0,1.91,0,109,94000,2,False,False,False,True,False
1,24,2017,9,0,0,3,2,1,1,1,2,70,1,0,0,2,1,0,1,1.89,0,113,95000,2,False,True,False,True,False
0,20,2019,7,0,0,4,2,0,1,1,6,100,0,0,0,1,0,0,0,2.76,0,109,95000,2,False,False,False,False,True
0,23,2019,11,0,0,3,1,0,1,1,3,100,1,0,0,2,1,1,0,2.76,0,144,96000,2,False,True,False,True,False
1,20,2021,6,1,0,5,3,0,1,1,2,76,1,0,0,1,1,1,0,2.7,0,78,97000,2,False,False,False,True,False
1,22,2019,11,0,1,2,1,0,1,1,3,100,0,0,0,2,0,0,0,2.56,0,143,98000,2,False,True,False,False,True
1,20,2020,5,0,0,1,1,1,1,1,2,78,1,0,1,1,0,0,0,1.81,0,71,98000,2,False,True,False,True,False
1,24,2018,8,0,0,2,2,0,1,1,8,98,0,0,0,3,0,0,1,2.53,0,76,100000,2,True,False,False,False,True
0,23,2019,5,0,0,2,1,0,1,1,7,90,1,0,1,2,1,1,0,2.54,0,84,100000,2,True,False,False,False,True
0,22,2019,6,0,0,4,2,0,1,1,4,80,0,0,1,1,1,0,0,2.45,0,16,100000,2,False,True,False,False,True
0,21,2020,8,1,1,8,3,0,1,1,2,100,0,0,0,4,0,0,0,2.91,0,97,100000,2,False,False,False,False,True
1,20,2021,6,0,0,1,2,0,1,1,2,54,0,0,1,4,1,0,0,2.67,0,78,100000,2,False,True,True,False,False
0,22,2018,11,0,0,5,3,0,1,1,8,77,0,0,1,2,0,1,0,2.33,0,144,110000,2,False,True,False,False,True
1,24,2019,10,0,0,1,2,1,1,1,3,100,1,0,0,4,1,0,0,2.87,0,140,110000,2,True,False,True,False,False
0,20,2020,10,0,0,3,2,1,1,0,9,100,0,0,0,4,1,1,0,2.09,0,119,110000,2,False,False,False,True,False
0,25,2018,9,0,0,2,3,1,1,1,3,77,1,0,1,2,1,0,0,1.67,0,124,112000,2,False,True,True,False,False
0,20,2021,5,0,0,1,1,1,1,1,10,45,1,0,0,1,1,0,0,1.15,0,75,112000,2,False,True,False,True,False
0,21,2021,5,0,0,2,2,0,1,1,3,100,1,0,1,4,0,0,0,2.56,0,68,113000,2,False,False,True,False,False
1,20,2020,7,0,0,3,2,0,1,0,3,100,0,0,0,3,0,1,0,1.99,0,88,120000,2,True,False,False,False,True
0,19,2021,2,1,0,6,4,0,1,1,4,100,0,1,0,3,1,1,0,2.78,0,29,120000,2,False,True,False,False,True
1,20,2019,10,0,0,3,2,0,1,1,7,100,0,0,0,1,1,1,0,2.21,0,137,122000,2,False,True,False,True,False
1,20,2020,11,0,0,3,3,0,1,1,3,100,0,0,0,1,0,1,0,1.46,0,143,122000,2,False,False,False,True,False
1,20,2020,10,1,0,2,2,0,1,1,2,64,1,0,0,4,0,1,1,2.67,0,136,127000,2,False,True,False,False,True
1,21,2018,9,0,0,5,3,1,1,0,7,100,0,0,1,2,0,1,0,2.32,0,123,130000,2,False,True,False,False,True
0,21,2020,4,0,0,4,2,0,1,1,7,79,0,0,0,3,1,0,0,2.22,0,59,133000,2,False,True,True,False,False
0,20,2020,3,0,0,4,2,0,1,1,7,80,0,0,1,1,0,1,0,1.88,0,29,140000,2,False,True,False,False,True
1,20,2020,10,0,0,2,1,1,1,1,3,73,1,0,0,2,0,1,0,1.45,0,135,140000,2,True,False,True,False,False
1,25,2018,9,0,0,3,1,0,1,1,2,87,1,0,0,4,1,0,0,1.54,0,121,144000,2,False,False,False,False,True
1,20,2020,8,0,0,3,3,0,1,1,3,100,0,0,1,1,1,0,0,2.78,0,89,145000,2,False,True,False,False,True
